PriorityRank,customerID,ChurnProbability,RiskTier,CustomerSegment,tenure,MonthlyCharges,Contract,PaymentMethod,InternetService,TechSupport,LifecycleStage,SharedDriver,CustomerValue,RevenueAtRisk,ExpectedSavedRevenue,CampaignCost,ExpectedNetBenefit,DominantRiskDriver,SecondaryLever,RecommendedRetentionAction
325,4395-PZMSN,0.6829,High Risk,New High-Spend,5,85.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1026.6,701.0651399999999,210.31954199999998,15.0,195.31954199999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
326,5229-PRWKT,0.6749,High Risk,New High-Spend,8,86.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1038.6,700.95114,210.28534199999999,15.0,195.28534199999999,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
327,7903-CMPEY,0.7268,High Risk,New High-Spend,1,80.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,963.5999999999999,700.34448,210.103344,15.0,195.103344,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
328,5275-SQEIZ,0.7189,High Risk,New High-Spend,1,80.85,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,970.1999999999999,697.47678,209.243034,15.0,194.243034,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
329,3198-VELRD,0.6853,High Risk,New High-Spend,3,84.75,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1017.0,696.9501,209.08503,15.0,194.08503,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
330,4285-GYRQC,0.6727,High Risk,New High-Spend,7,86.25,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1035.0,696.2445,208.87335,15.0,193.87335,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
331,7508-MYBOG,0.6723,High Risk,New High-Spend,14,86.1,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1033.1999999999998,694.6203599999999,208.38610799999995,15.0,193.38610799999995,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
332,9965-YOKZB,0.6899,High Risk,New High-Spend,9,83.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1006.1999999999999,694.1773799999999,208.25321399999996,15.0,193.25321399999996,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
333,5383-MMTWC,0.6879,High Risk,New High-Spend,8,84.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1008.0,693.4032,208.02095999999997,15.0,193.02095999999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
334,6015-VVHHE,0.6949,High Risk,New High-Spend,5,83.15,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,997.8000000000001,693.37122,208.01136599999998,15.0,193.01136599999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
335,6407-UTSLV,0.6894,High Risk,New High-Spend,2,83.8,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1005.5999999999999,693.26064,207.97819199999998,15.0,192.97819199999998,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
336,7249-WBIYX,0.6746,High Risk,New High-Spend,10,85.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1027.1999999999998,692.9491199999999,207.88473599999995,15.0,192.88473599999995,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
337,9248-OJYKK,0.7539,High Risk,New High-Spend,1,76.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,917.4000000000001,691.62786,207.488358,15.0,192.488358,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
338,2609-IAICY,0.747,High Risk,New High-Spend,1,77.15,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,925.8000000000001,691.5726000000001,207.47178000000002,15.0,192.47178000000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
339,4713-LZDRV,0.7233,High Risk,New High-Spend,2,79.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,955.1999999999999,690.89616,207.268848,15.0,192.268848,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
340,8242-SOQUO,0.6796,High Risk,New High-Spend,5,84.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1016.4000000000001,690.74544,207.223632,15.0,192.223632,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
341,0219-YTZUE,0.6786,High Risk,New High-Spend,4,84.8,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1017.5999999999999,690.5433599999999,207.16300799999996,15.0,192.16300799999996,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
342,0137-OCGAB,0.7175,High Risk,New High-Spend,1,80.2,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,962.4000000000001,690.522,207.1566,15.0,192.1566,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
343,7613-LLQFO,0.681,High Risk,New High-Spend,12,84.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1013.4000000000001,690.1254000000001,207.03762000000003,15.0,192.03762000000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
344,8821-XNHVZ,0.7182,High Risk,New High-Spend,1,80.05,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,960.5999999999999,689.9029199999999,206.97087599999995,15.0,191.97087599999995,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
345,6618-RYATB,0.7226,High Risk,New High-Spend,1,79.55,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,954.5999999999999,689.79396,206.938188,15.0,191.938188,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
346,8937-RDTHP,0.6793,High Risk,New High-Spend,1,84.6,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1015.1999999999999,689.62536,206.887608,15.0,191.887608,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
347,2845-HSJCY,0.6574,High Risk,New High-Spend,14,87.25,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1047.0,688.2977999999999,206.48933999999997,15.0,191.48933999999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
348,2867-UIMSS,0.7123,High Risk,New High-Spend,1,80.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,966.0,688.0818,206.42454,15.0,191.42454,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
349,2379-ENZGV,0.6749,High Risk,New High-Spend,6,84.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1018.1999999999999,687.18318,206.154954,15.0,191.154954,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
350,3727-RJMEO,0.6901,High Risk,New High-Spend,6,82.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,994.1999999999999,686.0974199999999,205.82922599999998,15.0,190.82922599999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
351,5889-LFOLL,0.6756,High Risk,New High-Spend,13,84.6,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1015.1999999999999,685.86912,205.76073599999998,15.0,190.76073599999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
352,2123-AGEEN,0.6773,High Risk,New High-Spend,7,84.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1012.1999999999999,685.56306,205.668918,15.0,190.668918,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
353,9507-EXLTT,0.7198,High Risk,New High-Spend,1,79.35,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,952.1999999999999,685.39356,205.618068,15.0,190.618068,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
354,8086-OVPWV,0.7119,High Risk,New High-Spend,2,80.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,962.4000000000001,685.13256,205.539768,15.0,190.539768,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
355,9019-QVLZD,0.7175,High Risk,New High-Spend,1,79.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,954.5999999999999,684.9254999999999,205.47764999999998,15.0,190.47764999999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
356,6894-LFHLY,0.7533,High Risk,New High-Spend,1,75.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,909.0,684.7497,205.42490999999998,15.0,190.42490999999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
357,9885-CSMWE,0.7269,High Risk,New High-Spend,1,78.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,941.4000000000001,684.30366,205.291098,15.0,190.291098,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
358,1448-PWKYE,0.7125,High Risk,New High-Spend,1,80.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,960.0,684.0,205.2,15.0,190.2,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
359,7005-CCBKV,0.6752,High Risk,New High-Spend,6,84.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1012.8000000000001,683.84256,205.152768,15.0,190.152768,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
360,3138-BKYAV,0.6675,High Risk,New High-Spend,6,85.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1024.1999999999998,683.6534999999999,205.09604999999996,15.0,190.09604999999996,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
361,1285-OKIPP,0.7126,High Risk,New High-Spend,1,79.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,958.8000000000001,683.2408800000001,204.97226400000002,15.0,189.97226400000002,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
362,0334-GDDSO,0.6996,High Risk,New High-Spend,3,81.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,976.1999999999999,682.94952,204.88485599999998,15.0,189.88485599999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
363,5868-YWPDW,0.6759,High Risk,New High-Spend,6,84.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1010.4000000000001,682.92936,204.878808,15.0,189.878808,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
364,4514-GFCFI,0.6703,High Risk,New High-Spend,16,84.75,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1017.0,681.6951,204.50853,15.0,189.50853,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
365,4988-IQIGL,0.753,High Risk,New High-Spend,1,75.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,904.1999999999999,680.8625999999999,204.25877999999997,15.0,189.25877999999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
366,5393-RXQSZ,0.7126,High Risk,New High-Spend,1,79.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,955.1999999999999,680.67552,204.202656,15.0,189.202656,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
367,9878-TNQGW,0.7007,High Risk,New High-Spend,2,80.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,971.4000000000001,680.65998,204.197994,15.0,189.197994,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
368,8931-GJJIQ,0.6806,High Risk,New High-Spend,9,83.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,999.5999999999999,680.3277599999999,204.09832799999995,15.0,189.09832799999995,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
369,2254-DLXRI,0.7162,High Risk,New High-Spend,1,79.15,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,949.8000000000001,680.24676,204.074028,15.0,189.074028,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
370,3372-KWFBM,0.6542,High Risk,New High-Spend,16,86.6,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1039.1999999999998,679.8446399999999,203.95339199999998,15.0,188.95339199999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
371,4439-JMPMT,0.6606,High Risk,New High-Spend,5,85.75,Month-to-month,Electronic check,Fiber optic,Yes,Onboarding window (0-12 months),Month-to-month contract,1029.0,679.7574,203.92721999999998,15.0,188.92721999999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
372,6060-DRTNL,0.6676,High Risk,New High-Spend,5,84.85,Month-to-month,Mailed check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1018.1999999999999,679.7503199999999,203.92509599999997,15.0,188.92509599999997,Service quality,Protection and support,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
373,4234-XTNEA,0.7077,High Risk,New High-Spend,2,79.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,959.4000000000001,678.96738,203.690214,15.0,188.690214,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
374,9314-IJWSQ,0.6668,High Risk,New High-Spend,14,84.8,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1017.5999999999999,678.5356799999998,203.56070399999996,15.0,188.56070399999996,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
375,6372-RFVNS,0.7172,High Risk,New High-Spend,1,78.8,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,945.5999999999999,678.1843199999998,203.45529599999995,15.0,188.45529599999995,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
376,1304-NECVQ,0.7194,High Risk,New High-Spend,2,78.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,942.5999999999999,678.10644,203.431932,15.0,188.431932,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
377,7760-OYPDY,0.6984,High Risk,New High-Spend,2,80.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,967.8000000000001,675.9115200000001,202.77345600000004,15.0,187.77345600000004,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
378,5834-ASPWA,0.7459,High Risk,New High-Spend,1,75.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,905.4000000000001,675.3378600000001,202.60135800000003,15.0,187.60135800000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
379,1981-INRFU,0.7056,High Risk,New High-Spend,2,79.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,957.0,675.2592,202.57775999999998,15.0,187.57775999999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
380,3247-ZVOUO,0.6577,High Risk,New High-Spend,10,85.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1026.6,675.1948199999999,202.55844599999998,15.0,187.55844599999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
381,5240-IJOQT,0.7525,High Risk,New High-Spend,1,74.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,896.4000000000001,674.541,202.3623,15.0,187.3623,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
382,4143-OOBWZ,0.6912,High Risk,New High-Spend,5,81.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,975.5999999999999,674.33472,202.30041599999998,15.0,187.30041599999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
383,9787-XVQIU,0.7459,High Risk,New High-Spend,1,75.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,903.5999999999999,673.99524,202.19857199999998,15.0,187.19857199999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
384,4529-CKBCL,0.6998,High Risk,New High-Spend,2,80.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,962.4000000000001,673.48752,202.046256,15.0,187.046256,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
385,9317-WZPGV,0.7035,High Risk,New High-Spend,2,79.75,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,957.0,673.2495,201.97485,15.0,186.97485,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
386,8945-GRKHX,0.7131,High Risk,New High-Spend,1,78.65,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,943.8000000000001,673.02378,201.90713399999999,15.0,186.90713399999999,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
387,1564-NTYXF,0.6839,High Risk,New High-Spend,13,82.0,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,984.0,672.9576,201.88727999999998,15.0,186.88727999999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
388,9689-PTNPG,0.6985,High Risk,New High-Spend,2,80.25,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,963.0,672.6555,201.79664999999997,15.0,186.79664999999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
389,5685-IIXLY,0.6703,High Risk,New High-Spend,5,83.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1003.1999999999999,672.4449599999999,201.73348799999997,15.0,186.73348799999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
390,0723-DRCLG,0.7524,High Risk,New High-Spend,1,74.45,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,893.4000000000001,672.19416,201.658248,15.0,186.658248,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
391,8816-VXNZD,0.7457,High Risk,New High-Spend,1,75.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,901.1999999999999,672.0248399999999,201.60745199999997,15.0,186.60745199999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
392,1452-VOQCH,0.7456,High Risk,New High-Spend,1,75.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,901.1999999999999,671.93472,201.58041599999999,15.0,186.58041599999999,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
393,3551-HUAZH,0.7524,High Risk,New High-Spend,1,74.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,892.8000000000001,671.74272,201.52281599999998,15.0,186.52281599999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
394,4102-OQUPX,0.7524,High Risk,New High-Spend,1,74.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,892.8000000000001,671.74272,201.52281599999998,15.0,186.52281599999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
395,2777-PHDEI,0.7171,High Risk,New High-Spend,1,78.05,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,936.5999999999999,671.6358599999999,201.49075799999994,15.0,186.49075799999994,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
396,9185-TQCVP,0.657,High Risk,New High-Spend,14,85.15,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1021.8000000000001,671.3226000000001,201.39678,15.0,186.39678,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
397,4795-KTRTH,0.6906,High Risk,New High-Spend,5,81.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,972.0,671.2632,201.37895999999998,15.0,186.37895999999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
398,1157-BQCUW,0.7456,High Risk,New High-Spend,1,74.95,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,899.4000000000001,670.5926400000001,201.177792,15.0,186.177792,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
399,7517-LDMPS,0.6605,High Risk,New High-Spend,12,84.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1015.1999999999999,670.5396,201.16187999999997,15.0,186.16187999999997,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
400,6358-LYNGM,0.7456,High Risk,New High-Spend,1,74.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,898.8000000000001,670.1452800000001,201.043584,15.0,186.043584,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
401,9957-YODKZ,0.691,High Risk,New High-Spend,6,80.8,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,969.5999999999999,669.9935999999999,200.99807999999996,15.0,185.99807999999996,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
402,4086-YQSNZ,0.6936,High Risk,New High-Spend,3,80.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,964.8000000000001,669.18528,200.755584,15.0,185.755584,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
403,2612-RRIDN,0.6882,High Risk,New High-Spend,4,81.0,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,972.0,668.9304000000001,200.67912,15.0,185.67912,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
404,1833-VGRUM,0.751,High Risk,New High-Spend,1,74.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,890.4000000000001,668.6904000000001,200.60712,15.0,185.60712,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
405,5196-SGOAK,0.7359,High Risk,New High-Spend,1,75.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,908.4000000000001,668.49156,200.547468,15.0,185.547468,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
406,6161-UUUTA,0.6972,High Risk,New High-Spend,3,79.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,958.8000000000001,668.4753600000001,200.54260800000003,15.0,185.54260800000003,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
407,1200-TUZHR,0.6526,High Risk,New High-Spend,8,85.2,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1022.4000000000001,667.21824,200.165472,15.0,185.165472,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
408,4415-IJZTP,0.7454,High Risk,New High-Spend,1,74.5,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,894.0,666.3875999999999,199.91627999999997,15.0,184.91627999999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
409,8800-JOOCF,0.6604,High Risk,New High-Spend,12,84.05,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1008.5999999999999,666.07944,199.82383199999998,15.0,184.82383199999998,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
